days,date,Jam,Deposit,Coin,Transaksi,Jumlah,Buy,Sell,Penarikan
Selasa,2,1,100.000,btc,495,924,100.000,427,2.000.000
Kamis,28,2,100.000,bnb,569,298,2.000.000,373,500.000
Selasa,24,5,100.000,mtc,219,74,2.000.000,264,500.000
Sabtu,21,1,500.000,mtc,521,39,2.000.000,308,100.000
Sabtu,18,0,50.000,btc,411,654,2.000.000,365,500.000
Minggu,5,3,500.000,btc,355,824,100.000,366,100.000
Rabu,28,5,50.000,btc,486,884,100.000,303,100.000
Selasa,16,2,50.000,btc,597,585,100.000,183,2.000.000
Rabu,21,6,100.000,bnb,323,949,100.000,200,500.000
Minggu,23,8,50.000,btc,272,379,2.000.000,479,2.000.000
Rabu,22,3,500.000,bnb,270,463,1.555.345.355,330,100.000
Selasa,4,9,50.000,btc,303,560,2.000.000,186,500.000
Kamis,12,10,50.000,bnb,426,750,2.000.000,473,100.000
Sabtu,5,6,500.000,bnb,587,564,2.000.000,395,2.000.000
Kamis,25,4,100.000,btc,347,168,2.000.000,215,2.000.000
Kamis,30,8,500.000,bnb,400,381,2.000.000,263,2.000.000
Rabu,7,5,50.000,mtc,280,618,2.000.000,393,500.000
Kamis,15,4,50.000,btc,201,458,2.000.000,361,2.000.000
Sabtu,29,3,100.000,mtc,501,439,100.000,232,500.000
Minggu,3,0,100.000,btc,593,274,2.000.000,442,100.000
Minggu,26,5,500.000,bnb,489,368,2.000.000,309,2.000.000
Jumat,27,1,500.000,btc,503,511,1.555.345.355,185,100.000
Rabu,3,5,100.000,btc,497,625,2.000.000,475,100.000
Jumat,3,11,50.000,btc,553,487,1.555.345.355,373,500.000
Selasa,12,7,100.000,mtc,300,962,100.000,103,2.000.000
Kamis,30,4,50.000,bnb,334,222,100.000,307,500.000
Rabu,11,4,100.000,bnb,387,66,1.555.345.355,275,100.000
Senin,16,0,100.000,bnb,520,480,1.555.345.355,455,500.000
Kamis,9,10,500.000,btc,424,571,1.555.345.355,274,100.000
Sabtu,10,8,50.000,btc,326,25,1.555.345.355,231,500.000
Selasa,22,1,500.000,mtc,271,540,2.000.000,193,100.000
Senin,25,8,500.000,btc,231,57,100.000,227,100.000
Minggu,30,4,500.000,bnb,347,928,1.555.345.355,358,500.000
Senin,13,6,500.000,btc,555,89,1.555.345.355,467,500.000
Minggu,20,1,100.000,mtc,311,588,1.555.345.355,409,2.000.000
Sabtu,24,8,50.000,btc,521,585,100.000,223,100.000
Rabu,16,2,500.000,bnb,549,861,100.000,236,100.000
Jumat,12,3,500.000,btc,227,662,2.000.000,235,100.000
Sabtu,23,6,500.000,mtc,209,846,1.555.345.355,370,100.000
Sabtu,26,0,500.000,bnb,439,569,2.000.000,270,2.000.000
Minggu,22,6,50.000,btc,222,736,1.555.345.355,169,2.000.000
Kamis,13,7,100.000,bnb,246,809,2.000.000,115,2.000.000
Senin,4,7,500.000,bnb,257,424,2.000.000,485,100.000
Kamis,23,10,100.000,btc,502,42,100.000,336,100.000
Sabtu,24,0,50.000,btc,355,267,2.000.000,433,100.000
Selasa,6,0,50.000,bnb,590,39,2.000.000,114,500.000
Kamis,25,5,50.000,bnb,312,582,2.000.000,215,2.000.000
Kamis,11,7,50.000,bnb,557,521,2.000.000,213,2.000.000
Kamis,22,11,100.000,mtc,429,669,100.000,232,100.000
Sabtu,29,3,50.000,btc,539,662,2.000.000,210,100.000
Rabu,18,11,100.000,btc,573,473,1.555.345.355,454,100.000
Minggu,5,3,50.000,bnb,356,209,1.555.345.355,488,100.000
Selasa,24,4,500.000,bnb,380,869,1.555.345.355,223,100.000
Sabtu,2,1,500.000,btc,420,722,2.000.000,463,500.000
Senin,18,1,100.000,mtc,466,94,2.000.000,445,2.000.000
Senin,28,1,500.000,bnb,424,69,100.000,174,2.000.000
Jumat,25,2,50.000,bnb,440,726,2.000.000,377,500.000
Rabu,16,9,50.000,bnb,316,534,100.000,281,2.000.000
Sabtu,3,8,100.000,btc,463,770,100.000,111,100.000
Kamis,5,7,50.000,mtc,527,971,100.000,349,500.000
Minggu,28,8,50.000,btc,341,633,2.000.000,446,2.000.000
Selasa,6,4,50.000,mtc,402,715,100.000,338,100.000
Senin,7,11,50.000,mtc,221,962,100.000,144,2.000.000
Minggu,29,0,500.000,mtc,503,548,1.555.345.355,156,2.000.000
Kamis,11,0,100.000,mtc,289,718,100.000,197,100.000
Minggu,15,4,100.000,bnb,271,723,100.000,497,500.000
Rabu,28,10,100.000,btc,467,285,1.555.345.355,142,100.000
Rabu,20,3,500.000,mtc,275,678,2.000.000,123,100.000
Kamis,18,6,500.000,bnb,433,425,2.000.000,340,500.000
Minggu,26,3,100.000,bnb,589,357,1.555.345.355,161,2.000.000
Selasa,30,3,500.000,bnb,283,394,2.000.000,247,100.000
Senin,16,2,500.000,bnb,485,396,100.000,482,500.000
Jumat,14,11,50.000,mtc,425,872,2.000.000,149,500.000
Jumat,5,10,50.000,btc,494,948,100.000,330,2.000.000
Minggu,16,10,50.000,mtc,285,580,2.000.000,449,100.000
Selasa,2,2,100.000,bnb,568,143,2.000.000,267,2.000.000
Sabtu,28,3,100.000,mtc,505,521,1.555.345.355,326,500.000
Kamis,10,1,50.000,bnb,369,587,2.000.000,330,500.000
Minggu,28,6,50.000,bnb,418,740,100.000,457,500.000
Selasa,28,3,100.000,bnb,500,689,100.000,488,2.000.000
Sabtu,2,3,100.000,mtc,390,98,100.000,236,500.000
Sabtu,28,8,500.000,bnb,292,992,2.000.000,484,500.000
Selasa,11,2,500.000,mtc,554,289,100.000,254,500.000
Minggu,14,8,50.000,bnb,573,244,2.000.000,224,100.000
Rabu,1,2,50.000,bnb,310,45,2.000.000,183,2.000.000
Selasa,9,7,500.000,bnb,278,538,100.000,133,2.000.000
Sabtu,14,9,100.000,mtc,329,208,1.555.345.355,113,100.000
Kamis,29,8,50.000,mtc,480,745,1.555.345.355,159,2.000.000
Senin,27,2,50.000,btc,288,45,1.555.345.355,116,100.000
Rabu,11,9,100.000,mtc,550,782,100.000,172,2.000.000
Kamis,1,6,50.000,bnb,257,66,2.000.000,375,2.000.000
Rabu,11,8,50.000,btc,488,825,1.555.345.355,399,100.000
Rabu,30,8,100.000,bnb,451,721,1.555.345.355,219,100.000
Minggu,6,0,50.000,bnb,218,674,1.555.345.355,472,500.000
Kamis,1,3,100.000,btc,435,284,2.000.000,493,100.000
Jumat,13,6,500.000,mtc,593,885,2.000.000,486,500.000
Selasa,24,7,100.000,btc,374,531,2.000.000,478,500.000
Rabu,13,9,50.000,bnb,371,448,2.000.000,245,100.000
Rabu,3,9,100.000,mtc,490,418,100.000,174,2.000.000
Rabu,25,11,50.000,mtc,390,200,100.000,115,100.000
Rabu,30,11,100.000,mtc,240,723,100.000,476,100.000
Selasa,28,7,500.000,bnb,339,808,1.555.345.355,107,100.000
Rabu,23,6,50.000,bnb,504,103,2.000.000,238,2.000.000
Kamis,3,1,100.000,mtc,271,668,1.555.345.355,286,500.000
Selasa,19,6,100.000,bnb,379,834,100.000,426,2.000.000
Jumat,19,1,500.000,btc,351,21,100.000,175,2.000.000
Rabu,9,10,500.000,mtc,320,446,2.000.000,225,100.000
Sabtu,17,8,500.000,btc,422,83,2.000.000,491,100.000
Kamis,21,2,100.000,mtc,343,68,2.000.000,152,100.000
Selasa,16,6,100.000,mtc,369,145,1.555.345.355,228,2.000.000
Jumat,13,0,50.000,btc,436,458,100.000,488,2.000.000
Kamis,5,11,100.000,bnb,456,758,1.555.345.355,283,500.000
Selasa,18,9,50.000,bnb,536,833,100.000,390,100.000
Rabu,1,4,100.000,btc,513,339,2.000.000,199,500.000
Jumat,29,2,100.000,bnb,465,611,100.000,379,2.000.000
Jumat,20,3,100.000,mtc,299,943,100.000,368,500.000
Minggu,17,0,500.000,btc,377,54,1.555.345.355,498,500.000
Selasa,11,11,100.000,btc,314,462,2.000.000,282,100.000
Kamis,26,1,500.000,bnb,445,972,1.555.345.355,134,2.000.000
Senin,26,6,500.000,mtc,302,890,2.000.000,216,100.000
Rabu,15,6,100.000,mtc,215,403,1.555.345.355,296,2.000.000
Minggu,23,4,100.000,bnb,236,143,2.000.000,425,100.000
Minggu,26,8,500.000,btc,218,444,2.000.000,411,100.000
Minggu,3,9,50.000,mtc,361,170,100.000,226,500.000
Rabu,6,11,500.000,btc,392,575,100.000,310,100.000
Kamis,3,3,50.000,mtc,490,965,2.000.000,423,500.000
Kamis,10,0,50.000,btc,447,542,100.000,373,2.000.000
Senin,22,0,100.000,mtc,559,717,100.000,438,500.000
Kamis,9,7,500.000,bnb,451,331,2.000.000,107,100.000
Senin,14,3,500.000,btc,572,437,100.000,468,500.000
Sabtu,6,10,50.000,mtc,210,345,1.555.345.355,215,100.000
Sabtu,6,7,100.000,btc,582,954,2.000.000,475,500.000
Minggu,12,3,500.000,mtc,468,238,1.555.345.355,141,2.000.000
Rabu,26,11,100.000,mtc,343,84,100.000,134,100.000
Jumat,18,6,100.000,bnb,310,949,2.000.000,182,100.000
Jumat,8,0,100.000,mtc,570,831,2.000.000,399,2.000.000
Rabu,9,6,50.000,btc,339,602,2.000.000,296,2.000.000
Kamis,13,2,100.000,btc,386,528,2.000.000,494,100.000
Selasa,19,6,50.000,bnb,251,238,100.000,190,2.000.000
Selasa,2,6,50.000,mtc,599,659,100.000,206,2.000.000
Kamis,20,7,500.000,bnb,554,507,1.555.345.355,404,2.000.000
Kamis,22,7,100.000,btc,421,761,100.000,374,100.000
Sabtu,8,6,100.000,bnb,452,722,1.555.345.355,388,2.000.000
Rabu,24,4,100.000,bnb,326,308,2.000.000,293,500.000
Jumat,12,0,100.000,btc,589,254,1.555.345.355,117,100.000
Jumat,6,10,500.000,btc,239,817,2.000.000,268,500.000
Jumat,14,11,50.000,btc,533,12,1.555.345.355,289,100.000
Jumat,3,11,50.000,bnb,430,909,2.000.000,214,100.000
Senin,2,1,500.000,btc,558,822,100.000,425,2.000.000
Rabu,25,11,100.000,mtc,485,526,2.000.000,240,100.000
Kamis,23,2,500.000,mtc,549,119,100.000,178,100.000
Minggu,22,7,50.000,mtc,537,144,1.555.345.355,253,2.000.000
Jumat,23,1,100.000,btc,379,769,100.000,264,100.000
Selasa,17,10,50.000,bnb,295,442,1.555.345.355,200,2.000.000
Kamis,28,4,50.000,bnb,488,586,2.000.000,204,100.000
Rabu,28,3,500.000,btc,556,727,1.555.345.355,328,100.000
Kamis,11,7,100.000,mtc,244,537,2.000.000,319,500.000
Senin,14,0,50.000,mtc,565,335,2.000.000,473,100.000
Minggu,1,11,100.000,btc,288,668,100.000,409,2.000.000
Sabtu,7,2,100.000,mtc,534,505,2.000.000,138,100.000
Minggu,1,10,100.000,btc,205,223,100.000,466,2.000.000
Rabu,1,5,50.000,mtc,426,980,2.000.000,104,100.000
Rabu,28,0,100.000,mtc,335,22,1.555.345.355,160,500.000
Selasa,23,9,500.000,btc,296,338,2.000.000,157,500.000
Selasa,10,10,500.000,btc,462,899,1.555.345.355,473,100.000
Jumat,14,9,50.000,bnb,519,593,2.000.000,439,2.000.000
Rabu,3,5,50.000,mtc,274,279,2.000.000,205,2.000.000
Selasa,6,0,50.000,btc,272,105,2.000.000,330,2.000.000
Sabtu,20,7,500.000,btc,481,86,1.555.345.355,391,2.000.000
Senin,3,11,500.000,mtc,524,789,2.000.000,463,500.000
Minggu,3,6,100.000,mtc,518,797,100.000,384,100.000
Jumat,22,8,100.000,btc,488,839,100.000,291,100.000
Senin,3,0,50.000,btc,345,589,2.000.000,120,2.000.000
Kamis,22,10,100.000,bnb,294,230,100.000,331,100.000
Minggu,3,5,100.000,mtc,478,800,100.000,479,100.000
Kamis,8,5,100.000,btc,519,160,100.000,277,2.000.000
Kamis,17,4,100.000,mtc,515,100,2.000.000,150,100.000
Jumat,29,0,50.000,btc,385,55,2.000.000,482,500.000
Sabtu,12,2,50.000,btc,425,729,2.000.000,129,2.000.000
Jumat,23,4,500.000,bnb,265,931,2.000.000,259,100.000
Kamis,29,7,500.000,btc,268,550,100.000,368,2.000.000
Rabu,24,10,100.000,mtc,553,985,100.000,391,100.000
Jumat,6,9,100.000,bnb,506,680,100.000,458,2.000.000
Jumat,29,11,500.000,bnb,350,551,1.555.345.355,253,2.000.000
Senin,14,7,100.000,bnb,438,343,1.555.345.355,308,2.000.000
Senin,27,10,500.000,bnb,291,214,100.000,136,500.000
Minggu,7,2,100.000,mtc,229,170,100.000,453,100.000
Minggu,6,11,100.000,mtc,549,800,2.000.000,174,2.000.000
Jumat,21,7,500.000,mtc,295,850,2.000.000,111,500.000
Kamis,23,1,100.000,mtc,498,27,1.555.345.355,221,500.000
Selasa,3,11,500.000,btc,228,637,1.555.345.355,327,500.000
Minggu,8,9,50.000,mtc,228,654,1.555.345.355,142,100.000
Jumat,9,3,100.000,bnb,264,25,1.555.345.355,499,500.000
Sabtu,17,4,100.000,btc,574,428,100.000,299,500.000
Rabu,11,9,500.000,btc,201,709,100.000,164,500.000
Rabu,17,8,50.000,mtc,509,17,1.555.345.355,184,100.000
Sabtu,26,7,500.000,btc,287,173,1.555.345.355,443,100.000
Senin,17,4,100.000,mtc,297,56,1.555.345.355,190,500.000
Jumat,9,7,500.000,mtc,248,1,1.555.345.355,413,100.000
Senin,18,10,500.000,mtc,291,909,2.000.000,366,100.000
Selasa,22,2,50.000,btc,312,542,100.000,275,2.000.000
Jumat,17,7,50.000,mtc,229,314,1.555.345.355,373,500.000
Minggu,7,10,100.000,bnb,552,279,1.555.345.355,126,100.000
Jumat,12,9,100.000,mtc,291,178,2.000.000,302,500.000
Minggu,5,7,500.000,mtc,215,621,2.000.000,378,2.000.000
Minggu,14,0,100.000,mtc,523,191,2.000.000,228,100.000
Jumat,18,2,500.000,btc,216,945,100.000,282,2.000.000
Minggu,21,7,50.000,btc,348,736,100.000,193,2.000.000
Sabtu,25,11,50.000,btc,261,165,2.000.000,116,2.000.000
Minggu,8,5,50.000,mtc,403,957,2.000.000,477,100.000
Kamis,3,4,50.000,bnb,475,2,1.555.345.355,146,2.000.000
Senin,23,4,50.000,btc,274,567,100.000,179,100.000
Jumat,17,7,100.000,bnb,557,421,100.000,199,500.000
Kamis,23,11,500.000,bnb,296,228,2.000.000,127,100.000
Jumat,19,10,50.000,btc,571,187,100.000,175,500.000
Rabu,18,3,500.000,btc,587,398,100.000,137,100.000
Jumat,30,4,50.000,mtc,359,250,1.555.345.355,203,100.000
Selasa,30,7,50.000,btc,455,322,2.000.000,184,2.000.000
Sabtu,24,9,100.000,bnb,484,709,2.000.000,208,500.000
Minggu,11,10,500.000,btc,350,70,2.000.000,352,100.000
Selasa,10,4,100.000,mtc,432,263,2.000.000,439,500.000
Senin,24,0,100.000,btc,377,114,1.555.345.355,184,100.000
Rabu,9,4,500.000,btc,218,459,100.000,301,2.000.000
Minggu,1,5,500.000,bnb,369,600,2.000.000,302,100.000
Jumat,29,3,100.000,bnb,200,184,2.000.000,241,500.000
Minggu,14,2,500.000,btc,354,851,1.555.345.355,355,500.000
Kamis,7,11,50.000,btc,222,678,1.555.345.355,142,500.000
Sabtu,2,3,50.000,bnb,336,352,1.555.345.355,305,500.000
Minggu,5,11,100.000,mtc,309,687,100.000,489,2.000.000
Minggu,8,11,500.000,btc,481,742,1.555.345.355,143,500.000
Jumat,6,8,500.000,btc,458,129,2.000.000,409,2.000.000
Selasa,4,11,500.000,bnb,594,67,1.555.345.355,100,100.000
Rabu,14,11,500.000,btc,265,790,100.000,202,100.000
Minggu,28,9,500.000,bnb,395,989,100.000,417,2.000.000
Senin,1,2,100.000,bnb,478,371,1.555.345.355,442,500.000
Senin,1,1,50.000,bnb,252,527,2.000.000,304,100.000
Selasa,10,4,100.000,mtc,329,837,1.555.345.355,265,500.000
Minggu,26,7,500.000,mtc,598,888,1.555.345.355,466,2.000.000
Sabtu,12,4,50.000,mtc,520,167,1.555.345.355,200,500.000
Senin,23,6,500.000,bnb,434,64,100.000,363,500.000
Jumat,16,4,50.000,btc,312,452,1.555.345.355,355,2.000.000
Senin,2,0,500.000,bnb,478,721,100.000,354,100.000
Kamis,27,10,500.000,bnb,318,17,1.555.345.355,174,500.000
Rabu,17,8,100.000,btc,342,741,1.555.345.355,324,500.000
Rabu,27,8,500.000,btc,284,927,2.000.000,253,100.000
Sabtu,7,10,500.000,bnb,518,390,1.555.345.355,318,2.000.000
Senin,26,9,100.000,mtc,230,383,2.000.000,112,2.000.000
Kamis,2,2,50.000,bnb,537,479,1.555.345.355,116,500.000
Jumat,11,3,500.000,btc,509,330,100.000,102,2.000.000
Sabtu,24,8,50.000,bnb,266,463,100.000,497,100.000
Senin,5,1,500.000,btc,258,369,100.000,117,500.000
Rabu,20,3,100.000,bnb,529,924,2.000.000,131,2.000.000
Sabtu,20,8,50.000,btc,580,1,2.000.000,339,2.000.000
Selasa,2,9,50.000,bnb,427,599,1.555.345.355,106,100.000
Kamis,17,7,500.000,bnb,419,759,100.000,111,2.000.000
Senin,26,10,100.000,btc,319,694,1.555.345.355,275,2.000.000
Minggu,9,8,100.000,bnb,287,785,100.000,125,100.000
Senin,1,6,100.000,bnb,438,989,1.555.345.355,268,100.000
Sabtu,28,10,100.000,btc,528,506,1.555.345.355,300,2.000.000
Rabu,7,3,100.000,bnb,434,525,100.000,176,2.000.000
Selasa,4,9,50.000,mtc,204,813,2.000.000,435,500.000
Minggu,20,2,500.000,bnb,536,7,1.555.345.355,255,100.000
Jumat,27,2,50.000,mtc,388,335,2.000.000,370,500.000
Sabtu,13,7,500.000,mtc,548,712,1.555.345.355,324,100.000
Kamis,26,11,500.000,mtc,342,269,2.000.000,192,500.000
Kamis,17,8,50.000,mtc,303,889,100.000,324,2.000.000
Kamis,28,0,500.000,bnb,564,38,100.000,194,100.000
Jumat,25,11,500.000,btc,376,542,2.000.000,213,100.000
Minggu,24,8,50.000,bnb,364,43,2.000.000,476,100.000
Rabu,21,1,50.000,bnb,248,844,100.000,449,500.000
Jumat,24,0,50.000,btc,360,985,100.000,464,500.000
Sabtu,24,8,50.000,bnb,541,120,100.000,396,2.000.000
Senin,28,7,500.000,mtc,475,515,100.000,437,2.000.000
Kamis,28,1,100.000,btc,464,249,100.000,181,100.000
Jumat,22,1,100.000,btc,325,793,1.555.345.355,443,2.000.000
Senin,25,5,100.000,bnb,296,497,100.000,246,100.000
Jumat,29,11,50.000,bnb,234,10,1.555.345.355,151,2.000.000
Minggu,7,0,500.000,btc,245,417,2.000.000,114,500.000
Selasa,10,1,100.000,btc,237,62,1.555.345.355,349,2.000.000
Kamis,30,4,50.000,bnb,508,888,1.555.345.355,142,500.000
Rabu,6,2,50.000,bnb,565,628,100.000,361,500.000
Kamis,15,4,100.000,mtc,307,64,100.000,167,100.000
Kamis,10,9,50.000,mtc,407,265,1.555.345.355,244,500.000
Selasa,15,2,100.000,btc,499,577,1.555.345.355,184,2.000.000
Selasa,2,3,100.000,mtc,440,789,100.000,321,100.000
Selasa,7,6,500.000,btc,301,984,1.555.345.355,161,100.000
Senin,11,4,500.000,bnb,226,76,1.555.345.355,198,100.000
Sabtu,20,8,100.000,btc,463,239,100.000,129,100.000
Senin,5,10,50.000,mtc,212,443,100.000,300,100.000
Minggu,19,0,500.000,btc,502,915,1.555.345.355,223,2.000.000
Minggu,19,2,500.000,btc,281,709,2.000.000,490,2.000.000
Senin,19,1,500.000,bnb,332,989,2.000.000,429,500.000
Senin,7,6,100.000,mtc,341,303,100.000,197,500.000
Selasa,21,4,100.000,mtc,498,471,1.555.345.355,427,500.000
Kamis,18,2,50.000,mtc,223,231,1.555.345.355,206,2.000.000
Rabu,8,3,100.000,bnb,582,243,100.000,161,500.000
Rabu,10,8,500.000,btc,312,623,2.000.000,333,2.000.000
Minggu,16,7,50.000,btc,456,345,100.000,165,100.000
Kamis,2,2,100.000,btc,490,534,2.000.000,349,100.000
Jumat,26,10,100.000,bnb,274,524,2.000.000,476,2.000.000
Kamis,21,5,500.000,btc,267,578,1.555.345.355,420,2.000.000
Kamis,26,6,50.000,btc,450,871,1.555.345.355,331,2.000.000
Sabtu,22,8,500.000,mtc,477,158,1.555.345.355,174,500.000
Senin,30,0,50.000,btc,215,170,1.555.345.355,423,100.000
Jumat,30,2,100.000,btc,361,880,2.000.000,324,100.000
Kamis,13,4,50.000,bnb,547,594,2.000.000,274,100.000
Senin,22,6,100.000,btc,438,247,2.000.000,259,2.000.000
Jumat,2,6,50.000,btc,487,445,2.000.000,142,2.000.000
Minggu,1,4,50.000,btc,587,603,2.000.000,412,100.000
Rabu,18,1,500.000,btc,428,782,100.000,432,100.000
Sabtu,22,3,50.000,mtc,262,345,1.555.345.355,353,100.000
Kamis,26,7,50.000,btc,372,520,100.000,471,500.000
Senin,1,8,500.000,mtc,347,528,2.000.000,267,100.000
Selasa,23,8,50.000,mtc,256,123,1.555.345.355,377,100.000
Selasa,29,11,500.000,mtc,576,748,1.555.345.355,112,500.000
Selasa,24,1,500.000,mtc,268,19,1.555.345.355,159,2.000.000
Jumat,20,3,100.000,mtc,402,935,2.000.000,171,100.000
Selasa,9,6,50.000,btc,315,981,100.000,413,500.000
Senin,22,0,100.000,mtc,526,230,1.555.345.355,118,100.000
Sabtu,9,4,500.000,mtc,266,723,100.000,332,100.000
Kamis,12,1,500.000,mtc,588,358,1.555.345.355,112,100.000
Minggu,16,10,500.000,bnb,568,618,1.555.345.355,103,2.000.000
Rabu,30,8,50.000,bnb,327,61,1.555.345.355,264,500.000
Senin,12,2,50.000,bnb,212,31,1.555.345.355,288,2.000.000
Jumat,23,9,500.000,bnb,435,220,2.000.000,487,2.000.000
Senin,15,11,500.000,btc,272,720,2.000.000,493,2.000.000
Rabu,15,7,100.000,btc,415,704,100.000,357,100.000
Senin,21,10,50.000,mtc,342,134,100.000,445,100.000
Senin,23,0,500.000,btc,452,130,1.555.345.355,234,500.000
Kamis,25,0,100.000,bnb,399,589,2.000.000,117,500.000
Minggu,19,10,100.000,mtc,582,489,2.000.000,191,100.000
Rabu,20,6,50.000,bnb,476,418,2.000.000,462,2.000.000
Senin,7,0,500.000,mtc,220,703,100.000,226,500.000
Minggu,12,4,100.000,mtc,488,584,1.555.345.355,312,2.000.000
Selasa,10,11,100.000,bnb,223,899,2.000.000,288,500.000
Kamis,30,0,100.000,bnb,253,976,1.555.345.355,117,500.000
Sabtu,28,3,50.000,bnb,382,550,1.555.345.355,113,2.000.000
Jumat,17,1,50.000,bnb,542,220,100.000,472,100.000
Sabtu,4,6,50.000,bnb,512,138,1.555.345.355,422,2.000.000
Minggu,4,2,100.000,mtc,253,727,1.555.345.355,319,100.000
Senin,19,8,100.000,btc,569,606,1.555.345.355,455,2.000.000
Selasa,29,3,50.000,bnb,247,662,1.555.345.355,351,500.000
Sabtu,26,9,50.000,mtc,447,54,100.000,124,500.000
Jumat,24,5,500.000,btc,327,847,100.000,105,2.000.000
Minggu,21,6,50.000,btc,557,677,1.555.345.355,203,500.000
Kamis,4,2,50.000,mtc,385,167,1.555.345.355,431,2.000.000
Rabu,13,7,500.000,btc,515,64,100.000,188,2.000.000
Senin,7,0,100.000,btc,503,876,2.000.000,444,500.000
Sabtu,25,11,100.000,mtc,451,889,100.000,180,500.000
Jumat,2,3,50.000,mtc,327,288,1.555.345.355,276,100.000
Sabtu,18,8,500.000,bnb,435,60,2.000.000,192,100.000
Rabu,3,1,100.000,mtc,245,230,1.555.345.355,442,100.000
Minggu,22,9,50.000,bnb,249,961,2.000.000,184,2.000.000
Jumat,27,3,100.000,btc,598,599,100.000,231,500.000
Jumat,14,6,100.000,bnb,494,135,2.000.000,108,100.000
Minggu,20,3,50.000,bnb,321,940,2.000.000,381,2.000.000
Senin,4,7,500.000,mtc,585,383,1.555.345.355,364,100.000
Senin,25,9,100.000,bnb,399,652,2.000.000,365,100.000
Sabtu,13,2,500.000,bnb,319,860,1.555.345.355,286,100.000
Jumat,29,7,50.000,mtc,505,129,100.000,364,100.000
Kamis,18,11,50.000,bnb,280,302,1.555.345.355,152,2.000.000
Rabu,13,0,500.000,mtc,281,695,2.000.000,314,2.000.000
Jumat,8,6,500.000,btc,308,685,2.000.000,280,100.000
Kamis,23,4,50.000,mtc,517,115,100.000,440,2.000.000
Senin,12,2,500.000,mtc,229,817,2.000.000,334,500.000
Minggu,17,10,100.000,btc,370,449,2.000.000,357,500.000
Selasa,19,2,100.000,bnb,520,557,2.000.000,275,100.000
Minggu,2,5,100.000,bnb,213,163,1.555.345.355,427,2.000.000
Jumat,4,6,500.000,btc,342,313,100.000,327,500.000
Kamis,15,2,100.000,btc,340,266,100.000,245,2.000.000
Kamis,5,8,500.000,btc,268,218,1.555.345.355,284,500.000
Jumat,9,9,100.000,btc,271,511,100.000,178,2.000.000
Jumat,19,8,50.000,bnb,322,476,100.000,266,100.000
Jumat,27,4,50.000,mtc,438,48,1.555.345.355,377,500.000
Sabtu,25,3,50.000,bnb,292,985,2.000.000,230,100.000
Selasa,23,2,500.000,bnb,249,351,1.555.345.355,252,500.000
Sabtu,19,1,500.000,btc,540,571,100.000,206,100.000
Senin,18,1,500.000,bnb,221,132,2.000.000,148,100.000
Jumat,23,0,500.000,bnb,227,483,100.000,388,2.000.000
Selasa,2,10,500.000,mtc,378,449,1.555.345.355,190,100.000
Senin,13,2,500.000,mtc,238,296,2.000.000,237,500.000
Sabtu,20,2,500.000,btc,271,354,2.000.000,186,100.000
Jumat,27,1,100.000,bnb,357,179,1.555.345.355,434,2.000.000
Sabtu,26,4,100.000,mtc,538,811,1.555.345.355,367,2.000.000
Kamis,18,1,50.000,mtc,259,854,2.000.000,479,100.000
Senin,28,3,100.000,mtc,222,616,2.000.000,269,2.000.000
Kamis,14,10,50.000,mtc,489,263,2.000.000,498,100.000
Senin,2,10,100.000,bnb,500,230,2.000.000,136,500.000
Selasa,26,10,50.000,mtc,598,813,100.000,333,2.000.000
Kamis,3,1,500.000,mtc,236,641,1.555.345.355,393,2.000.000
Minggu,5,4,500.000,mtc,378,126,2.000.000,422,500.000
Rabu,13,8,500.000,btc,484,4,2.000.000,349,500.000
Sabtu,3,8,50.000,mtc,580,79,2.000.000,169,500.000
Selasa,18,1,100.000,mtc,538,916,2.000.000,319,500.000
Minggu,19,8,500.000,bnb,371,759,100.000,134,100.000
Kamis,17,9,50.000,btc,392,808,2.000.000,348,2.000.000
Senin,26,8,50.000,mtc,462,680,1.555.345.355,439,500.000
Jumat,23,4,500.000,btc,218,311,2.000.000,130,2.000.000
Selasa,10,4,100.000,bnb,378,726,100.000,108,100.000
Rabu,10,3,500.000,mtc,387,926,2.000.000,160,100.000
Minggu,15,7,100.000,bnb,375,802,1.555.345.355,239,100.000
Jumat,8,0,100.000,btc,217,91,100.000,242,100.000
Minggu,30,2,50.000,mtc,547,21,2.000.000,469,500.000
Jumat,20,0,50.000,btc,460,331,2.000.000,407,500.000
Rabu,9,8,100.000,mtc,524,190,2.000.000,200,2.000.000
Selasa,30,4,100.000,mtc,207,862,100.000,408,500.000
Jumat,28,0,50.000,mtc,337,139,2.000.000,166,100.000
Selasa,19,0,100.000,mtc,214,225,2.000.000,427,500.000
Rabu,16,0,500.000,mtc,322,429,1.555.345.355,206,500.000
Selasa,15,0,50.000,btc,488,9,1.555.345.355,387,2.000.000
Minggu,7,3,100.000,mtc,364,114,1.555.345.355,251,100.000
Minggu,24,8,50.000,bnb,485,627,100.000,158,500.000
Selasa,23,1,500.000,mtc,498,992,100.000,438,500.000
Minggu,6,7,100.000,bnb,392,425,100.000,232,2.000.000
Kamis,13,9,100.000,btc,509,2,1.555.345.355,247,100.000
Senin,22,2,100.000,bnb,345,355,100.000,474,2.000.000
Jumat,2,11,50.000,bnb,455,342,100.000,415,100.000
Jumat,3,1,100.000,bnb,394,979,100.000,379,2.000.000
